state,state_name,assessment,subject,subject_label,grade,school_year,administration_year,tier_rank,tier_id,tier_label,pct_students,is_below_basic_analog,below_basic_analog_label,source_value_kind,notes,source_url,source_page_url
NJ,New Jersey,NJSLA,ELA,English Language Arts,03,2024-2025,2025,4,level_4,Level 4,37.0,False,Level 1,reported_exact_tier,New Jersey publishes exact statewide Grade 3 NJSLA ELA performance-level percentages in the spring results workbook.,https://www.nj.gov/education/assessment/results/reports/2425/spring/ELA03%20NJSLA%20DATA%202024-25.xlsx,https://www.nj.gov/education/assessment/results/reports/2425/index.shtml
NJ,New Jersey,NJSLA,ELA,English Language Arts,03,2024-2025,2025,5,level_5,Level 5,7.9,False,Level 1,reported_exact_tier,New Jersey publishes exact statewide Grade 3 NJSLA ELA performance-level percentages in the spring results workbook.,https://www.nj.gov/education/assessment/results/reports/2425/spring/ELA03%20NJSLA%20DATA%202024-25.xlsx,https://www.nj.gov/education/assessment/results/reports/2425/index.shtml
NY,New York,Grades 3-8 ELA,ELA,English Language Arts,03,2024-2025,2025,1,level_1,Level 1,20.0,True,Level 1,reported_exact_tier,NYSED Data Site's 2024-25 Report Card Database publishes All Public Schools statewide Grade 3 ELA counts and tested percentages for Levels 1 through 4 in the Annual EM ELA table.,https://data.nysed.gov/files/essa/24-25/SRC2025.zip,https://data.nysed.gov/downloads.php
NY,New York,Grades 3-8 ELA,ELA,English Language Arts,03,2024-2025,2025,2,level_2,Level 2,26.0,False,Level 1,reported_exact_tier,NYSED Data Site's 2024-25 Report Card Database publishes All Public Schools statewide Grade 3 ELA counts and tested percentages for Levels 1 through 4 in the Annual EM ELA table.,https://data.nysed.gov/files/essa/24-25/SRC2025.zip,https://data.nysed.gov/downloads.php
NY,New York,Grades 3-8 ELA,ELA,English Language Arts,03,2024-2025,2025,3,level_3,Level 3,33.0,False,Level 1,reported_exact_tier,NYSED Data Site's 2024-25 Report Card Database publishes All Public Schools statewide Grade 3 ELA counts and tested percentages for Levels 1 through 4 in the Annual EM ELA table.,https://data.nysed.gov/files/essa/24-25/SRC2025.zip,https://data.nysed.gov/downloads.php
NY,New York,Grades 3-8 ELA,ELA,English Language Arts,03,2024-2025,2025,4,level_4,Level 4,22.0,False,Level 1,reported_exact_tier,NYSED Data Site's 2024-25 Report Card Database publishes All Public Schools statewide Grade 3 ELA counts and tested percentages for Levels 1 through 4 in the Annual EM ELA table.,https://data.nysed.gov/files/essa/24-25/SRC2025.zip,https://data.nysed.gov/downloads.php
PA,Pennsylvania,PSSA,ELA,English Language Arts,03,2024-2025,2025,1,below_basic,Below Basic,20.3,True,Below Basic,reported_exact_tier,"Pennsylvania's official assessment reporting page publishes statewide Grade 3 PSSA ELA percentages for Advanced, Proficient, Basic, and Below Basic directly in the public HTML table.",https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting,https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting
PA,Pennsylvania,PSSA,ELA,English Language Arts,03,2024-2025,2025,2,basic,Basic,31.1,False,Below Basic,reported_exact_tier,"Pennsylvania's official assessment reporting page publishes statewide Grade 3 PSSA ELA percentages for Advanced, Proficient, Basic, and Below Basic directly in the public HTML table.",https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting,https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting
PA,Pennsylvania,PSSA,ELA,English Language Arts,03,2024-2025,2025,3,proficient,Proficient,38.1,False,Below Basic,reported_exact_tier,"Pennsylvania's official assessment reporting page publishes statewide Grade 3 PSSA ELA percentages for Advanced, Proficient, Basic, and Below Basic directly in the public HTML table.",https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting,https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting
PA,Pennsylvania,PSSA,ELA,English Language Arts,03,2024-2025,2025,4,advanced,Advanced,10.5,False,Below Basic,reported_exact_tier,"Pennsylvania's official assessment reporting page publishes statewide Grade 3 PSSA ELA percentages for Advanced, Proficient, Basic, and Below Basic directly in the public HTML table.",https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting,https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting
RI,Rhode Island,RICAS,ELA,English Language Arts,03,2024-2025,2025,1,not_meeting_expectations,Not Meeting Expectations,21.5,True,Not Meeting Expectations,reported_exact_tier,Rhode Island's public Assessment Data Portal publishes statewide Grade 3 RICAS ELA performance-level percentages directly for All Students.,https://www3.ride.ri.gov/ADP/Default/_Data?assessment=5&lea=00&sch=&grade=03&supergroup=0&schYear=2024-25&compareWith=&ADA=false&Growth=false&Performance=false,https://www3.ride.ri.gov/ADP
RI,Rhode Island,RICAS,ELA,English Language Arts,03,2024-2025,2025,2,partially_meeting_expectations,Partially Meeting Expectations,41.8,False,Not Meeting Expectations,reported_exact_tier,Rhode Island's public Assessment Data Portal publishes statewide Grade 3 RICAS ELA performance-level percentages directly for All Students.,https://www3.ride.ri.gov/ADP/Default/_Data?assessment=5&lea=00&sch=&grade=03&supergroup=0&schYear=2024-25&compareWith=&ADA=false&Growth=false&Performance=false,https://www3.ride.ri.gov/ADP
RI,Rhode Island,RICAS,ELA,English Language Arts,03,2024-2025,2025,3,meeting_expectations,Meeting Expectations,31.8,False,Not Meeting Expectations,reported_exact_tier,Rhode Island's public Assessment Data Portal publishes statewide Grade 3 RICAS ELA performance-level percentages directly for All Students.,https://www3.ride.ri.gov/ADP/Default/_Data?assessment=5&lea=00&sch=&grade=03&supergroup=0&schYear=2024-25&compareWith=&ADA=false&Growth=false&Performance=false,https://www3.ride.ri.gov/ADP
RI,Rhode Island,RICAS,ELA,English Language Arts,03,2024-2025,2025,4,exceeding_expectations,Exceeding Expectations,4.9,False,Not Meeting Expectations,reported_exact_tier,Rhode Island's public Assessment Data Portal publishes statewide Grade 3 RICAS ELA performance-level percentages directly for All Students.,https://www3.ride.ri.gov/ADP/Default/_Data?assessment=5&lea=00&sch=&grade=03&supergroup=0&schYear=2024-25&compareWith=&ADA=false&Growth=false&Performance=false,https://www3.ride.ri.gov/ADP
SC,South Carolina,SC READY,ELA,English Language Arts,03,2024-2025,2025,1,does_not_meet_expectations,Does Not Meet Expectations,14.4,True,Does Not Meet Expectations,reported_exact_tier,South Carolina publishes exact statewide Grade 3 SC READY ELA performance-level percentages on the public state results page.,https://ed.sc.gov/data/test-scores/state-assessments/sc-ready/2025/state-scores-by-grade-level-and-demographic/?districtCode=9999&schoolCode=1001,https://ed.sc.gov/data/test-scores/state-assessments/sc-ready/2025/state-scores-by-grade-level-and-demographic/?districtCode=9999&schoolCode=1001
SC,South Carolina,SC READY,ELA,English Language Arts,03,2024-2025,2025,2,approaches_expectations,Approaches Expectations,23.8,False,Does Not Meet Expectations,reported_exact_tier,South Carolina publishes exact statewide Grade 3 SC READY ELA performance-level percentages on the public state results page.,https://ed.sc.gov/data/test-scores/state-assessments/sc-ready/2025/state-scores-by-grade-level-and-demographic/?districtCode=9999&schoolCode=1001,https://ed.sc.gov/data/test-scores/state-assessments/sc-ready/2025/state-scores-by-grade-level-and-demographic/?districtCode=9999&schoolCode=1001
SC,South Carolina,SC READY,ELA,English Language Arts,03,2024-2025,2025,3,meets_expectations,Meets Expectations,30.8,False,Does Not Meet Expectations,reported_exact_tier,South Carolina publishes exact statewide Grade 3 SC READY ELA performance-level percentages on the public state results page.,https://ed.sc.gov/data/test-scores/state-assessments/sc-ready/2025/state-scores-by-grade-level-and-demographic/?districtCode=9999&schoolCode=1001,https://ed.sc.gov/data/test-scores/state-assessments/sc-ready/2025/state-scores-by-grade-level-and-demographic/?districtCode=9999&schoolCode=1001
SC,South Carolina,SC READY,ELA,English Language Arts,03,2024-2025,2025,4,exceeds_expectations,Exceeds Expectations,31.0,False,Does Not Meet Expectations,reported_exact_tier,South Carolina publishes exact statewide Grade 3 SC READY ELA performance-level percentages on the public state results page.,https://ed.sc.gov/data/test-scores/state-assessments/sc-ready/2025/state-scores-by-grade-level-and-demographic/?districtCode=9999&schoolCode=1001,https://ed.sc.gov/data/test-scores/state-assessments/sc-ready/2025/state-scores-by-grade-level-and-demographic/?districtCode=9999&schoolCode=1001
TN,Tennessee,TCAP,ELA,English Language Arts,03,2024-2025,2025,1,below,Below,22.9,True,Below,reported_exact_tier,Tennessee publishes exact statewide Grade 3 TCAP ELA tier percentages in the state assessment file.,https://www.tn.gov/content/dam/tn/education/accountability/2025/state_assessment_file_suppressed_2025.xlsx,https://www.tn.gov/content/tn/education/districts/federal-programs-and-oversight/data/data-downloads.html
TN,Tennessee,TCAP,ELA,English Language Arts,03,2024-2025,2025,2,approaching,Approaching,35.5,False,Below,reported_exact_tier,Tennessee publishes exact statewide Grade 3 TCAP ELA tier percentages in the state assessment file.,https://www.tn.gov/content/dam/tn/education/accountability/2025/state_assessment_file_suppressed_2025.xlsx,https://www.tn.gov/content/tn/education/districts/federal-programs-and-oversight/data/data-downloads.html
TN,Tennessee,TCAP,ELA,English Language Arts,03,2024-2025,2025,3,met_expectations,Met Expectations,27.4,False,Below,reported_exact_tier,Tennessee publishes exact statewide Grade 3 TCAP ELA tier percentages in the state assessment file.,https://www.tn.gov/content/dam/tn/education/accountability/2025/state_assessment_file_suppressed_2025.xlsx,https://www.tn.gov/content/tn/education/districts/federal-programs-and-oversight/data/data-downloads.html
TN,Tennessee,TCAP,ELA,English Language Arts,03,2024-2025,2025,4,exceeded_expectations,Exceeded Expectations,14.2,False,Below,reported_exact_tier,Tennessee publishes exact statewide Grade 3 TCAP ELA tier percentages in the state assessment file.,https://www.tn.gov/content/dam/tn/education/accountability/2025/state_assessment_file_suppressed_2025.xlsx,https://www.tn.gov/content/tn/education/districts/federal-programs-and-oversight/data/data-downloads.html
TX,Texas,STAAR,ELA,Reading Language Arts,03,2023-2024,2024,1,did_not_meet_grade_level,Did Not Meet Grade Level,26.0,True,Did Not Meet Grade Level,derived_exact_tier_from_cumulative_thresholds,"Texas reports Approaches-or-above, Meets-or-above, and Masters. Exact tiers here are derived as: did_not_meet = 100 - approaches; approaches_only = approaches - meets; meets_only = meets - masters.",https://rptsvr1.tea.texas.gov/cgi/sas/broker?_service=marykay&year4=2024&year2=&prgopt=2024/tapr/Basic%20Download/xplore/getdata2.sas&_program=perfrept.perfmast.sas&_debug=0&step=1&steps=2&sumlev=S&dsname=SSTAAR_GR3,https://rptsvr1.tea.texas.gov/perfreport/tapr/2024/Basic%20Download/DownloadSelData.html
TX,Texas,STAAR,ELA,Reading Language Arts,03,2023-2024,2024,2,approaches_grade_level_only,Approaches Grade Level Only,26.0,False,Did Not Meet Grade Level,derived_exact_tier_from_cumulative_thresholds,"Texas reports Approaches-or-above, Meets-or-above, and Masters. Exact tiers here are derived as: did_not_meet = 100 - approaches; approaches_only = approaches - meets; meets_only = meets - masters.",https://rptsvr1.tea.texas.gov/cgi/sas/broker?_service=marykay&year4=2024&year2=&prgopt=2024/tapr/Basic%20Download/xplore/getdata2.sas&_program=perfrept.perfmast.sas&_debug=0&step=1&steps=2&sumlev=S&dsname=SSTAAR_GR3,https://rptsvr1.tea.texas.gov/perfreport/tapr/2024/Basic%20Download/DownloadSelData.html
TX,Texas,STAAR,ELA,Reading Language Arts,03,2023-2024,2024,3,meets_grade_level_only,Meets Grade Level Only,27.0,False,Did Not Meet Grade Level,derived_exact_tier_from_cumulative_thresholds,"Texas reports Approaches-or-above, Meets-or-above, and Masters. Exact tiers here are derived as: did_not_meet = 100 - approaches; approaches_only = approaches - meets; meets_only = meets - masters.",https://rptsvr1.tea.texas.gov/cgi/sas/broker?_service=marykay&year4=2024&year2=&prgopt=2024/tapr/Basic%20Download/xplore/getdata2.sas&_program=perfrept.perfmast.sas&_debug=0&step=1&steps=2&sumlev=S&dsname=SSTAAR_GR3,https://rptsvr1.tea.texas.gov/perfreport/tapr/2024/Basic%20Download/DownloadSelData.html
TX,Texas,STAAR,ELA,Reading Language Arts,03,2023-2024,2024,4,masters_grade_level,Masters Grade Level,21.0,False,Did Not Meet Grade Level,derived_exact_tier_from_cumulative_thresholds,"Texas reports Approaches-or-above, Meets-or-above, and Masters. Exact tiers here are derived as: did_not_meet = 100 - approaches; approaches_only = approaches - meets; meets_only = meets - masters.",https://rptsvr1.tea.texas.gov/cgi/sas/broker?_service=marykay&year4=2024&year2=&prgopt=2024/tapr/Basic%20Download/xplore/getdata2.sas&_program=perfrept.perfmast.sas&_debug=0&step=1&steps=2&sumlev=S&dsname=SSTAAR_GR3,https://rptsvr1.tea.texas.gov/perfreport/tapr/2024/Basic%20Download/DownloadSelData.html
WA,Washington,SBAC,ELA,English Language Arts,03,2024-2025,2025,1,level_1,Level 1,28.32,True,Level 1,derived_exact_tier_from_tested_only_renormalization,Washington publishes statewide Grade 3 SBAC ELA level shares as fractions of all expected students. These exact tiers are renormalized here on a tested-only denominator by dividing each level share by participation.,https://data.wa.gov/api/views/h5d9-vgwi/rows.csv?accessType=DOWNLOAD,https://data.wa.gov/api/views/h5d9-vgwi
WA,Washington,SBAC,ELA,English Language Arts,03,2024-2025,2025,2,level_2,Level 2,22.73,False,Level 1,derived_exact_tier_from_tested_only_renormalization,Washington publishes statewide Grade 3 SBAC ELA level shares as fractions of all expected students. These exact tiers are renormalized here on a tested-only denominator by dividing each level share by participation.,https://data.wa.gov/api/views/h5d9-vgwi/rows.csv?accessType=DOWNLOAD,https://data.wa.gov/api/views/h5d9-vgwi
WA,Washington,SBAC,ELA,English Language Arts,03,2024-2025,2025,3,level_3,Level 3,21.15,False,Level 1,derived_exact_tier_from_tested_only_renormalization,Washington publishes statewide Grade 3 SBAC ELA level shares as fractions of all expected students. These exact tiers are renormalized here on a tested-only denominator by dividing each level share by participation.,https://data.wa.gov/api/views/h5d9-vgwi/rows.csv?accessType=DOWNLOAD,https://data.wa.gov/api/views/h5d9-vgwi
WA,Washington,SBAC,ELA,English Language Arts,03,2024-2025,2025,4,level_4,Level 4,27.8,False,Level 1,derived_exact_tier_from_tested_only_renormalization,Washington publishes statewide Grade 3 SBAC ELA level shares as fractions of all expected students. These exact tiers are renormalized here on a tested-only denominator by dividing each level share by participation.,https://data.wa.gov/api/views/h5d9-vgwi/rows.csv?accessType=DOWNLOAD,https://data.wa.gov/api/views/h5d9-vgwi
WI,Wisconsin,Forward Exam,ELA,English Language Arts,03,2024-2025,2025,1,developing,Developing,17.81,True,Developing,derived_exact_tier_from_tested_only_renormalization,Wisconsin publishes statewide Grade 3 Forward ELA percentages on a denominator that includes No Test. These exact tiers are renormalized here on a tested-only denominator.,https://dpi.wi.gov/sites/default/files/wise/downloads/forward_certified_2024-25.zip,https://dpi.wi.gov/wise-downloads/forwardcertified2024-25
WI,Wisconsin,Forward Exam,ELA,English Language Arts,03,2024-2025,2025,2,approaching,Approaching,30.05,False,Developing,derived_exact_tier_from_tested_only_renormalization,Wisconsin publishes statewide Grade 3 Forward ELA percentages on a denominator that includes No Test. These exact tiers are renormalized here on a tested-only denominator.,https://dpi.wi.gov/sites/default/files/wise/downloads/forward_certified_2024-25.zip,https://dpi.wi.gov/wise-downloads/forwardcertified2024-25
WI,Wisconsin,Forward Exam,ELA,English Language Arts,03,2024-2025,2025,3,meeting,Meeting,38.88,False,Developing,derived_exact_tier_from_tested_only_renormalization,Wisconsin publishes statewide Grade 3 Forward ELA percentages on a denominator that includes No Test. These exact tiers are renormalized here on a tested-only denominator.,https://dpi.wi.gov/sites/default/files/wise/downloads/forward_certified_2024-25.zip,https://dpi.wi.gov/wise-downloads/forwardcertified2024-25
WI,Wisconsin,Forward Exam,ELA,English Language Arts,03,2024-2025,2025,4,advanced,Advanced,13.26,False,Developing,derived_exact_tier_from_tested_only_renormalization,Wisconsin publishes statewide Grade 3 Forward ELA percentages on a denominator that includes No Test. These exact tiers are renormalized here on a tested-only denominator.,https://dpi.wi.gov/sites/default/files/wise/downloads/forward_certified_2024-25.zip,https://dpi.wi.gov/wise-downloads/forwardcertified2024-25
